,Stock Code,Order ID,Category,Sub Category,City,Region,Sales,Discount,Profit,Day of week,IsWeekend,Weather,Unit Cost,Units Sold,Date,Week,Rolling_avg_4weeks,Product Code
6996,FRU-ORG,OD4888,Fruits & Veggies,Organic Fruits,Krishnagiri,South,2415,0.22,869.4,0,0,Pleasant,150,16,2018-01-08,2018-01-14,29.0,62
6997,FRU-ORG,OD1140,Fruits & Veggies,Organic Fruits,Bodi,West,1231,0.11,110.79,2,0,Cold,150,8,2018-01-10,2018-01-14,29.0,62
6998,FRU-ORG,OD5242,Fruits & Veggies,Organic Fruits,Coimbatore,Central,856,0.11,171.2,4,0,Cloudy,150,5,2018-01-12,2018-01-14,29.0,62
6999,FRU-ORG,OD1676,Fruits & Veggies,Organic Fruits,Tenkasi,East,2344,0.2,421.92,4,0,Cloudy,150,15,2018-01-12,2018-01-14,29.0,62
7000,FRU-ORG,OD440,Fruits & Veggies,Organic Fruits,Perambalur,East,1805,0.23,216.6,5,1,Pleasant,150,12,2018-01-20,2018-01-21,21.25,62
7001,FRU-ORG,OD9845,Fruits & Veggies,Organic Fruits,Virudhunagar,Central,1028,0.23,339.24,6,1,Cloudy,150,6,2018-01-21,2018-01-21,21.25,62
7002,FRU-ORG,OD8375,Fruits & Veggies,Organic Fruits,Nagercoil,West,2217,0.26,554.25,1,0,Cloudy,150,14,2018-01-23,2018-01-28,19.0,63
7003,FRU-ORG,OD2635,Fruits & Veggies,Organic Fruits,Dindigul,Central,711,0.35,170.64,0,0,Cloudy,150,4,2018-01-29,2018-02-04,30.25,63
7004,FRU-ORG,OD3623,Fruits & Veggies,Organic Fruits,Salem,East,526,0.18,115.72,0,0,Cloudy,150,3,2018-01-29,2018-02-04,30.25,63
7005,FRU-ORG,OD775,Fruits & Veggies,Organic Fruits,Kanyakumari,Central,1880,0.3,601.6,1,0,Cloudy,150,12,2018-01-30,2018-02-04,30.25,63
7006,FRU-ORG,OD6128,Fruits & Veggies,Organic Fruits,Theni,West,2091,0.11,334.56,4,0,Cloudy,150,13,2018-02-02,2018-02-04,30.25,63
7007,FRU-ORG,OD7047,Fruits & Veggies,Organic Fruits,Salem,Central,2017,0.3,121.02,5,1,Cloudy,150,13,2018-02-03,2018-02-04,30.25,63
7008,FRU-ORG,OD9899,Fruits & Veggies,Organic Fruits,Virudhunagar,East,2491,0.33,722.39,1,0,Cloudy,150,16,2018-02-06,2018-02-11,30.0,63
7009,FRU-ORG,OD8412,Fruits & Veggies,Organic Fruits,Theni,South,704,0.22,70.4,5,1,Cloudy,150,4,2018-02-10,2018-02-11,30.0,63
7010,FRU-ORG,OD752,Fruits & Veggies,Organic Fruits,Kanyakumari,Central,1589,0.35,190.68,5,1,Cloudy,150,10,2018-02-10,2018-02-11,30.0,63
7011,FRU-ORG,OD9041,Fruits & Veggies,Organic Fruits,Salem,West,2040,0.23,632.4,6,1,Cloudy,150,13,2018-02-11,2018-02-11,30.0,63
7012,FRU-ORG,OD7714,Fruits & Veggies,Organic Fruits,Virudhunagar,West,660,0.2,145.2,0,0,Cloudy,150,4,2018-02-12,2018-02-18,31.5,63
7013,FRU-ORG,OD4133,Fruits & Veggies,Organic Fruits,Virudhunagar,South,1359,0.27,312.57,0,0,Cloudy,150,9,2018-02-12,2018-02-18,31.5,64
7014,FRU-ORG,OD6423,Fruits & Veggies,Organic Fruits,Theni,West,1656,0.16,513.36,0,0,Cloudy,150,11,2018-02-12,2018-02-18,31.5,64
7015,FRU-ORG,OD8418,Fruits & Veggies,Organic Fruits,Kanyakumari,West,2153,0.16,602.84,0,0,Cloudy,150,14,2018-02-19,2018-02-25,31.5,64
7016,FRU-ORG,OD5552,Fruits & Veggies,Organic Fruits,Ramanadhapuram,West,800,0.2,88.0,0,0,Sunny,150,5,2018-02-26,2018-03-04,26.5,64
7017,FRU-ORG,OD9821,Fruits & Veggies,Organic Fruits,Bodi,West,1876,0.21,525.28,0,0,Windy,150,12,2018-02-26,2018-03-04,26.5,64
7018,FRU-ORG,OD3576,Fruits & Veggies,Organic Fruits,Theni,East,1311,0.23,301.53,2,0,Sunny,150,8,2018-02-28,2018-03-04,26.5,64
7019,FRU-ORG,OD4483,Fruits & Veggies,Organic Fruits,Dindigul,West,2440,0.28,780.8,0,0,Sunny,150,16,2018-03-05,2018-03-11,37.5,64
7020,FRU-ORG,OD6024,Fruits & Veggies,Organic Fruits,Bodi,East,2176,0.22,544.0,0,0,Cold,150,14,2018-03-05,2018-03-11,37.5,64
7021,FRU-ORG,OD5450,Fruits & Veggies,Organic Fruits,Salem,South,1609,0.2,353.98,1,0,Sunny,150,10,2018-03-06,2018-03-11,37.5,64
7022,FRU-ORG,OD9947,Fruits & Veggies,Organic Fruits,Dindigul,West,974,0.15,321.42,4,0,Sunny,150,6,2018-03-09,2018-03-11,37.5,64
7023,FRU-ORG,OD4202,Fruits & Veggies,Organic Fruits,Salem,South,2013,0.29,845.46,5,1,Sunny,150,13,2018-03-10,2018-03-11,37.5,64
7024,FRU-ORG,OD8952,Fruits & Veggies,Organic Fruits,Ramanadhapuram,East,1899,0.23,778.59,5,1,Cloudy,150,12,2018-03-10,2018-03-11,37.5,64
7025,FRU-ORG,OD3244,Fruits & Veggies,Organic Fruits,Viluppuram,Central,2471,0.26,1087.24,6,1,Cloudy,150,16,2018-03-11,2018-03-11,37.5,64
7026,FRU-ORG,OD3126,Fruits & Veggies,Organic Fruits,Madurai,West,523,0.14,120.29,0,0,Windy,150,3,2018-03-12,2018-03-18,40.75,64
7027,FRU-ORG,OD1400,Fruits & Veggies,Organic Fruits,Viluppuram,West,1946,0.32,252.98,0,0,Cloudy,150,12,2018-03-12,2018-03-18,40.75,65
7028,FRU-ORG,OD9742,Fruits & Veggies,Organic Fruits,Karur,Central,1382,0.19,428.42,1,0,Cloudy,150,9,2018-03-13,2018-03-18,40.75,65
7029,FRU-ORG,OD2089,Fruits & Veggies,Organic Fruits,Ooty,East,1536,0.1,307.2,1,0,Cloudy,150,10,2018-03-13,2018-03-18,40.75,65
7030,FRU-ORG,OD7650,Fruits & Veggies,Organic Fruits,Namakkal,West,504,0.34,50.4,4,0,Cloudy,150,3,2018-03-16,2018-03-18,40.75,65
7031,FRU-ORG,OD6498,Fruits & Veggies,Organic Fruits,Pudukottai,Central,1765,0.29,547.15,5,1,Sunny,150,11,2018-03-24,2018-03-25,42.0,65
7032,FRU-ORG,OD5225,Fruits & Veggies,Organic Fruits,Pudukottai,Central,1288,0.2,128.8,6,1,Sunny,150,8,2018-03-25,2018-03-25,42.0,65
7033,FRU-ORG,OD6435,Fruits & Veggies,Organic Fruits,Ramanadhapuram,West,1909,0.32,267.26,2,0,Sunny,150,12,2018-03-28,2018-04-01,38.75,65
7034,FRU-ORG,OD8924,Fruits & Veggies,Organic Fruits,Tenkasi,Central,2216,0.13,642.64,1,0,Sunny,150,14,2018-04-03,2018-04-08,23.5,65
7035,FRU-ORG,OD6093,Fruits & Veggies,Organic Fruits,Coimbatore,South,1831,0.24,530.99,4,0,Sunny,150,12,2018-04-06,2018-04-08,23.5,65
7036,FRU-ORG,OD6421,Fruits & Veggies,Organic Fruits,Coimbatore,West,519,0.11,36.33,3,0,Sunny,150,3,2018-04-12,2018-04-15,15.0,65
7037,FRU-ORG,OD4931,Fruits & Veggies,Organic Fruits,Namakkal,West,1012,0.3,333.96,1,0,Sunny,150,6,2018-04-24,2018-04-29,8.75,65
7038,FRU-ORG,OD6282,Fruits & Veggies,Organic Fruits,Theni,Central,2063,0.18,433.23,4,0,Cloudy,150,13,2018-05-11,2018-05-13,4.75,65
7039,FRU-ORG,OD815,Fruits & Veggies,Organic Fruits,Viluppuram,West,1801,0.32,468.26,0,0,Cloudy,150,12,2018-05-14,2018-05-20,11.5,65
7040,FRU-ORG,OD5200,Fruits & Veggies,Organic Fruits,Dindigul,Central,532,0.25,175.56,1,0,Cloudy,150,3,2018-05-15,2018-05-20,11.5,65
7041,FRU-ORG,OD8646,Fruits & Veggies,Organic Fruits,Namakkal,West,1836,0.19,165.24,6,1,Sunny,150,12,2018-05-20,2018-05-20,11.5,65
7042,FRU-ORG,OD8314,Fruits & Veggies,Organic Fruits,Cumbum,West,2150,0.25,903.0,6,1,Cloudy,150,14,2018-05-27,2018-05-27,13.5,65
7043,FRU-ORG,OD5236,Fruits & Veggies,Organic Fruits,Coimbatore,Central,1737,0.34,486.36,0,0,Rainy,150,11,2018-05-28,2018-06-03,25.5,65
7044,FRU-ORG,OD6061,Fruits & Veggies,Organic Fruits,Krishnagiri,East,2023,0.13,890.12,0,0,Rainy,150,13,2018-05-28,2018-06-03,25.5,65
7045,FRU-ORG,OD2711,Fruits & Veggies,Organic Fruits,Namakkal,East,1892,0.24,340.56,6,1,Rainy,150,12,2018-06-03,2018-06-03,25.5,65
7046,FRU-ORG,OD3388,Fruits & Veggies,Organic Fruits,Bodi,Central,1840,0.17,478.4,6,1,Cloudy,150,12,2018-06-03,2018-06-03,25.5,65
7047,FRU-ORG,OD4970,Fruits & Veggies,Organic Fruits,Theni,South,1061,0.24,318.3,1,0,Cloudy,150,7,2018-06-05,2018-06-10,24.0,65
7048,FRU-ORG,OD6117,Fruits & Veggies,Organic Fruits,Nagercoil,South,1344,0.21,362.88,4,0,Windy,150,8,2018-06-15,2018-06-17,21.5,65
7049,FRU-ORG,OD8265,Fruits & Veggies,Organic Fruits,Viluppuram,South,551,0.18,165.3,4,0,Cloudy,150,3,2018-06-15,2018-06-17,21.5,66
7050,FRU-ORG,OD9541,Fruits & Veggies,Organic Fruits,Dharmapuri,West,1048,0.33,356.32,5,1,Cloudy,150,6,2018-06-16,2018-06-17,21.5,66
7051,FRU-ORG,OD9195,Fruits & Veggies,Organic Fruits,Dharmapuri,Central,1032,0.15,258.0,1,0,Cloudy,150,6,2018-06-19,2018-06-24,19.5,66
7052,FRU-ORG,OD6095,Fruits & Veggies,Organic Fruits,Chennai,South,930,0.11,269.7,1,0,Windy,150,6,2018-06-26,2018-07-01,14.75,66
7053,FRU-ORG,OD6975,Fruits & Veggies,Organic Fruits,Dharmapuri,Central,1033,0.16,433.86,4,0,Cloudy,150,6,2018-06-29,2018-07-01,14.75,66
7054,FRU-ORG,OD3153,Fruits & Veggies,Organic Fruits,Kanyakumari,Central,1654,0.14,496.2,4,0,Cloudy,150,11,2018-06-29,2018-07-01,14.75,66
7055,FRU-ORG,OD1385,Fruits & Veggies,Organic Fruits,Perambalur,West,1001,0.35,220.22,5,1,Cloudy,150,6,2018-06-30,2018-07-01,14.75,66
7056,FRU-ORG,OD236,Fruits & Veggies,Organic Fruits,Nagercoil,South,1983,0.17,773.37,2,0,Cloudy,150,13,2018-07-04,2018-07-08,16.25,66
7057,FRU-ORG,OD4935,Fruits & Veggies,Organic Fruits,Ooty,Central,1549,0.34,77.45,0,0,Cloudy,150,10,2018-07-09,2018-07-15,21.25,66
7058,FRU-ORG,OD9186,Fruits & Veggies,Organic Fruits,Trichy,Central,1749,0.32,542.19,0,0,Windy,150,11,2018-07-09,2018-07-15,21.25,66
7059,FRU-ORG,OD5388,Fruits & Veggies,Organic Fruits,Tenkasi,East,1010,0.35,141.4,2,0,Rainy,150,6,2018-07-11,2018-07-15,21.25,66
7060,FRU-ORG,OD1685,Fruits & Veggies,Organic Fruits,Pudukottai,East,1579,0.15,189.48,6,1,Windy,150,10,2018-07-15,2018-07-15,21.25,66
7061,FRU-ORG,OD5853,Fruits & Veggies,Organic Fruits,Ooty,West,1223,0.13,61.15,1,0,Rainy,150,8,2018-07-17,2018-07-22,23.0,66
7062,FRU-ORG,OD8583,Fruits & Veggies,Organic Fruits,Karur,East,819,0.16,122.85,1,0,Windy,150,5,2018-07-17,2018-07-22,23.0,66
7063,FRU-ORG,OD2995,Fruits & Veggies,Organic Fruits,Perambalur,West,949,0.35,360.62,4,0,Sunny,150,6,2018-07-27,2018-07-29,23.25,66
7064,FRU-ORG,OD1363,Fruits & Veggies,Organic Fruits,Virudhunagar,West,541,0.13,27.05,4,0,Cloudy,150,3,2018-07-27,2018-07-29,23.25,66
7065,FRU-ORG,OD8100,Fruits & Veggies,Organic Fruits,Nagercoil,Central,1682,0.32,504.6,6,1,Windy,150,11,2018-07-29,2018-07-29,23.25,66
7066,FRU-ORG,OD6984,Fruits & Veggies,Organic Fruits,Coimbatore,Central,1560,0.14,655.2,6,1,Windy,150,10,2018-07-29,2018-07-29,23.25,66
7067,FRU-ORG,OD8765,Fruits & Veggies,Organic Fruits,Bodi,East,1894,0.14,738.66,0,0,Pleasant,150,12,2018-07-30,2018-08-05,25.75,66
7068,FRU-ORG,OD9272,Fruits & Veggies,Organic Fruits,Madurai,East,1725,0.13,362.25,5,1,Sunny,150,11,2018-08-04,2018-08-05,25.75,66
7069,FRU-ORG,OD9546,Fruits & Veggies,Organic Fruits,Vellore,West,1184,0.22,189.44,1,0,Cloudy,150,7,2018-08-07,2018-08-12,25.5,66
7070,FRU-ORG,OD8188,Fruits & Veggies,Organic Fruits,Vellore,East,1603,0.11,625.17,3,0,Cloudy,150,10,2018-08-09,2018-08-12,25.5,67
7071,FRU-ORG,OD1103,Fruits & Veggies,Organic Fruits,Kanyakumari,West,1108,0.25,409.96,6,1,Cloudy,150,7,2018-08-12,2018-08-12,25.5,67
7072,FRU-ORG,OD7596,Fruits & Veggies,Organic Fruits,Ooty,West,1944,0.1,855.36,6,1,Rainy,150,12,2018-08-12,2018-08-12,25.5,67
7073,FRU-ORG,OD8760,Fruits & Veggies,Organic Fruits,Trichy,East,1464,0.3,483.12,0,0,Sunny,150,9,2018-08-27,2018-09-02,11.25,67
7074,FRU-ORG,OD1641,Fruits & Veggies,Organic Fruits,Tenkasi,East,811,0.23,194.64,6,1,Cloudy,150,5,2018-09-09,2018-09-09,4.25,67
7075,FRU-ORG,OD6035,Fruits & Veggies,Organic Fruits,Kanyakumari,East,561,0.14,235.62,6,1,Cloudy,150,3,2018-09-09,2018-09-09,4.25,67
7076,FRU-ORG,OD77,Fruits & Veggies,Organic Fruits,Ooty,Central,1250,0.27,75.0,2,0,Rainy,150,8,2018-09-12,2018-09-16,17.75,67
7077,FRU-ORG,OD7869,Fruits & Veggies,Organic Fruits,Coimbatore,West,570,0.19,222.3,2,0,Cloudy,150,3,2018-09-12,2018-09-16,17.75,67
7078,FRU-ORG,OD2715,Fruits & Veggies,Organic Fruits,Nagercoil,East,2460,0.24,1082.4,5,1,Cloudy,150,16,2018-09-15,2018-09-16,17.75,67
7079,FRU-ORG,OD8515,Fruits & Veggies,Organic Fruits,Kanyakumari,West,1982,0.23,574.78,5,1,Cloudy,150,13,2018-09-15,2018-09-16,17.75,67
7080,FRU-ORG,OD1940,Fruits & Veggies,Organic Fruits,Dindigul,West,2123,0.28,106.15,5,1,Cloudy,150,14,2018-09-15,2018-09-16,17.75,67
7081,FRU-ORG,OD4762,Fruits & Veggies,Organic Fruits,Chennai,West,666,0.14,286.38,1,0,Rainy,150,4,2018-09-18,2018-09-23,24.25,67
7082,FRU-ORG,OD1624,Fruits & Veggies,Organic Fruits,Karur,East,711,0.3,255.96,3,0,Sunny,150,4,2018-09-20,2018-09-23,24.25,67
7083,FRU-ORG,OD4052,Fruits & Veggies,Organic Fruits,Coimbatore,South,1315,0.33,499.7,5,1,Cloudy,150,8,2018-09-22,2018-09-23,24.25,67
7084,FRU-ORG,OD1917,Fruits & Veggies,Organic Fruits,Chennai,West,1620,0.34,210.6,6,1,Cloudy,150,10,2018-09-23,2018-09-23,24.25,68
7085,FRU-ORG,OD8342,Fruits & Veggies,Organic Fruits,Dharmapuri,West,623,0.12,112.14,0,0,Rainy,150,4,2018-09-24,2018-09-30,29.5,68
7086,FRU-ORG,OD8808,Fruits & Veggies,Organic Fruits,Karur,West,2110,0.12,865.1,4,0,Rainy,150,14,2018-09-28,2018-09-30,29.5,68
7087,FRU-ORG,OD8812,Fruits & Veggies,Organic Fruits,Namakkal,West,1808,0.25,452.0,4,0,Rainy,150,12,2018-09-28,2018-09-30,29.5,68
7088,FRU-ORG,OD487,Fruits & Veggies,Organic Fruits,Coimbatore,West,1968,0.14,649.44,5,1,Rainy,150,13,2018-10-06,2018-10-07,30.75,68
7089,FRU-ORG,OD2623,Fruits & Veggies,Organic Fruits,Salem,Central,2451,0.14,416.67,1,0,Cloudy,150,16,2018-10-09,2018-10-14,26.0,68
7090,FRU-ORG,OD8683,Fruits & Veggies,Organic Fruits,Tenkasi,West,558,0.19,50.22,3,0,Pleasant,150,3,2018-10-11,2018-10-14,26.0,68
7091,FRU-ORG,OD1061,Fruits & Veggies,Organic Fruits,Pudukottai,East,2464,0.35,837.76,4,0,Cloudy,150,16,2018-10-12,2018-10-14,26.0,68
7092,FRU-ORG,OD8854,Fruits & Veggies,Organic Fruits,Dharmapuri,East,1023,0.13,306.9,5,1,Pleasant,150,6,2018-10-20,2018-10-21,22.5,68
7093,FRU-ORG,OD2515,Fruits & Veggies,Organic Fruits,Pudukottai,South,925,0.19,379.25,5,1,Cloudy,150,6,2018-10-20,2018-10-21,22.5,68
7094,FRU-ORG,OD7666,Fruits & Veggies,Organic Fruits,Karur,West,1251,0.24,250.2,2,0,Cloudy,150,8,2018-11-07,2018-11-11,7.0,68
7095,FRU-ORG,OD2589,Fruits & Veggies,Organic Fruits,Dharmapuri,West,1279,0.33,76.74,4,0,Cloudy,150,8,2018-11-09,2018-11-11,7.0,68
7096,FRU-ORG,OD3614,Fruits & Veggies,Organic Fruits,Dindigul,East,1868,0.35,747.2,0,0,Cloudy,150,12,2018-11-12,2018-11-18,16.25,68
7097,FRU-ORG,OD1161,Fruits & Veggies,Organic Fruits,Coimbatore,Central,1405,0.29,266.95,0,0,Cloudy,150,9,2018-11-12,2018-11-18,16.25,69
7098,FRU-ORG,OD3745,Fruits & Veggies,Organic Fruits,Cumbum,East,876,0.21,61.32,0,0,Pleasant,150,5,2018-11-12,2018-11-18,16.25,69
7099,FRU-ORG,OD85,Fruits & Veggies,Organic Fruits,Bodi,Central,1044,0.1,344.52,1,0,Windy,150,6,2018-11-13,2018-11-18,16.25,69
7100,FRU-ORG,OD2776,Fruits & Veggies,Organic Fruits,Kanyakumari,East,600,0.24,198.0,5,1,Cloudy,150,4,2018-11-17,2018-11-18,16.25,69
7101,FRU-ORG,OD8534,Fruits & Veggies,Organic Fruits,Ramanadhapuram,Central,2012,0.25,442.64,6,1,Cloudy,150,13,2018-11-18,2018-11-18,16.25,69
7102,FRU-ORG,OD8445,Fruits & Veggies,Organic Fruits,Pudukottai,East,981,0.1,166.77,0,0,Cloudy,150,6,2018-11-19,2018-11-25,26.75,69
7103,FRU-ORG,OD5533,Fruits & Veggies,Organic Fruits,Cumbum,West,2412,0.13,964.8,2,0,Cloudy,150,16,2018-11-21,2018-11-25,26.75,69
7104,FRU-ORG,OD3411,Fruits & Veggies,Organic Fruits,Tenkasi,Central,784,0.25,109.76,4,0,Rainy,150,5,2018-11-23,2018-11-25,26.75,69
7105,FRU-ORG,OD1066,Fruits & Veggies,Organic Fruits,Virudhunagar,East,1939,0.1,135.73,4,0,Cloudy,150,12,2018-11-23,2018-11-25,26.75,69
7106,FRU-ORG,OD5198,Fruits & Veggies,Organic Fruits,Namakkal,Central,561,0.11,61.71,4,0,Rainy,150,3,2018-11-23,2018-11-25,26.75,69
7107,FRU-ORG,OD511,Fruits & Veggies,Organic Fruits,Tenkasi,Central,1850,0.29,777.0,0,0,Pleasant,150,12,2018-11-26,2018-12-02,29.75,69
7108,FRU-ORG,OD5743,Fruits & Veggies,Organic Fruits,Tenkasi,East,960,0.26,297.6,5,1,Cloudy,150,6,2018-12-08,2018-12-09,29.5,69
7109,FRU-ORG,OD2144,Fruits & Veggies,Organic Fruits,Tirunelveli,East,1431,0.18,515.16,6,1,Pleasant,150,9,2018-12-09,2018-12-09,29.5,70
7110,FRU-ORG,OD9854,Fruits & Veggies,Organic Fruits,Krishnagiri,Central,860,0.11,215.0,4,0,Pleasant,150,5,2018-12-14,2018-12-16,19.5,70
7111,FRU-ORG,OD7060,Fruits & Veggies,Organic Fruits,Karur,Central,641,0.34,275.63,5,1,Cloudy,150,4,2018-12-15,2018-12-16,19.5,70
7112,FRU-ORG,OD3896,Fruits & Veggies,Organic Fruits,Namakkal,East,1415,0.11,283.0,1,0,Cloudy,150,9,2018-12-18,2018-12-23,24.0,70
7113,FRU-ORG,OD3819,Fruits & Veggies,Organic Fruits,Kanyakumari,East,1716,0.26,652.08,1,0,Cloudy,150,11,2018-12-18,2018-12-23,24.0,70
7114,FRU-ORG,OD1573,Fruits & Veggies,Organic Fruits,Krishnagiri,East,824,0.25,123.6,1,0,Cloudy,150,5,2018-12-18,2018-12-23,24.0,70
7115,FRU-ORG,OD3090,Fruits & Veggies,Organic Fruits,Ramanadhapuram,West,1721,0.2,653.98,2,0,Rainy,150,11,2018-12-19,2018-12-23,24.0,70
7116,FRU-ORG,OD3417,Fruits & Veggies,Organic Fruits,Madurai,Central,2293,0.25,321.02,5,1,Rainy,150,15,2018-12-22,2018-12-23,24.0,70
7117,FRU-ORG,OD6738,Fruits & Veggies,Organic Fruits,Trichy,South,1375,0.32,233.75,6,1,Cloudy,150,9,2018-12-23,2018-12-23,24.0,70
7118,FRU-ORG,OD3962,Fruits & Veggies,Organic Fruits,Tirunelveli,East,702,0.29,210.6,1,0,Pleasant,150,4,2018-12-25,2018-12-30,22.0,70
7119,OIL-EDI,OD158,Oil & Masala,Edible Oil & Ghee,Salem,West,1774,0.15,620.9,5,1,Pleasant,160,11,2015-01-03,2015-01-04,11.0,1
7120,OIL-EDI,OD6354,Oil & Masala,Edible Oil & Ghee,Chennai,East,1584,0.31,681.12,6,1,Pleasant,160,9,2015-01-11,2015-01-11,15.0,1
7121,OIL-EDI,OD7444,Oil & Masala,Edible Oil & Ghee,Namakkal,South,1018,0.19,142.52,6,1,Pleasant,160,6,2015-01-11,2015-01-11,15.0,1
7122,OIL-EDI,OD3142,Oil & Masala,Edible Oil & Ghee,Vellore,Central,1148,0.21,309.96,1,0,Pleasant,160,7,2015-01-20,2015-01-25,8.25,1
7123,OIL-EDI,OD9234,Oil & Masala,Edible Oil & Ghee,Cumbum,East,1733,0.34,675.87,1,0,Pleasant,160,10,2015-02-03,2015-02-08,7.5,1
7124,OIL-EDI,OD4040,Oil & Masala,Edible Oil & Ghee,Kanyakumari,South,1574,0.18,440.72,4,0,Cloudy,160,9,2015-02-06,2015-02-08,7.5,1
7125,OIL-EDI,OD9123,Oil & Masala,Edible Oil & Ghee,Madurai,Central,746,0.2,59.68,6,1,Cloudy,160,4,2015-02-08,2015-02-08,7.5,1
7126,OIL-EDI,OD6471,Oil & Masala,Edible Oil & Ghee,Namakkal,West,546,0.22,212.94,1,0,Pleasant,160,3,2015-02-10,2015-02-15,8.25,1
7127,OIL-EDI,OD3393,Oil & Masala,Edible Oil & Ghee,Trichy,Central,1249,0.1,199.84,1,0,Cloudy,160,7,2015-03-10,2015-03-15,7.5,1
7128,OIL-EDI,OD8720,Oil & Masala,Edible Oil & Ghee,Virudhunagar,Central,2331,0.21,745.92,5,1,Cloudy,160,14,2015-03-14,2015-03-15,7.5,1
7129,OIL-EDI,OD9694,Oil & Masala,Edible Oil & Ghee,Salem,Central,1572,0.15,675.96,5,1,Cloudy,160,9,2015-03-14,2015-03-15,7.5,1
7130,OIL-EDI,OD196,Oil & Masala,Edible Oil & Ghee,Theni,East,1006,0.25,191.14,5,1,Cloudy,160,6,2015-03-21,2015-03-22,9.0,1
7131,OIL-EDI,OD8613,Oil & Masala,Edible Oil & Ghee,Theni,East,783,0.1,274.05,5,1,Cloudy,160,4,2015-03-28,2015-03-29,10.0,1
7132,OIL-EDI,OD1896,Oil & Masala,Edible Oil & Ghee,Trichy,West,2055,0.29,267.15,0,0,Sunny,160,12,2015-03-30,2015-04-05,14.0,1
7133,OIL-EDI,OD3742,Oil & Masala,Edible Oil & Ghee,Ramanadhapuram,East,735,0.28,271.95,0,0,Sunny,160,4,2015-03-30,2015-04-05,14.0,1
7134,OIL-EDI,OD1571,Oil & Masala,Edible Oil & Ghee,Kanyakumari,East,1566,0.34,657.72,0,0,Cloudy,160,9,2015-04-06,2015-04-12,8.75,1
7135,OIL-EDI,OD341,Oil & Masala,Edible Oil & Ghee,Chennai,East,1697,0.21,560.01,0,0,Cloudy,160,10,2015-04-13,2015-04-19,9.75,1
7136,OIL-EDI,OD7483,Oil & Masala,Edible Oil & Ghee,Pudukottai,South,1143,0.17,137.16,1,0,Rainy,160,7,2015-04-21,2015-04-26,13.75,1
7137,OIL-EDI,OD8696,Oil & Masala,Edible Oil & Ghee,Perambalur,West,2139,0.14,149.73,5,1,Rainy,160,13,2015-04-25,2015-04-26,13.75,1
7138,OIL-EDI,OD6722,Oil & Masala,Edible Oil & Ghee,Perambalur,South,1108,0.27,77.56,0,0,Sunny,160,6,2015-05-04,2015-05-10,15.75,1
7139,OIL-EDI,OD2866,Oil & Masala,Edible Oil & Ghee,Ramanadhapuram,South,2240,0.13,918.4,1,0,Cloudy,160,14,2015-05-05,2015-05-10,15.75,1
7140,OIL-EDI,OD1093,Oil & Masala,Edible Oil & Ghee,Theni,South,2151,0.34,795.87,5,1,Cloudy,160,13,2015-05-09,2015-05-10,15.75,1
7141,OIL-EDI,OD5363,Oil & Masala,Edible Oil & Ghee,Kanyakumari,East,1398,0.3,195.72,0,0,Cloudy,160,8,2015-05-11,2015-05-17,18.0,1
7142,OIL-EDI,OD7344,Oil & Masala,Edible Oil & Ghee,Kanyakumari,East,1853,0.35,648.55,1,0,Cloudy,160,11,2015-05-12,2015-05-17,18.0,1
7143,OIL-EDI,OD2649,Oil & Masala,Edible Oil & Ghee,Kanyakumari,Central,1734,0.21,329.46,0,0,Cloudy,160,10,2015-05-18,2015-05-24,18.75,1
7144,OIL-EDI,OD3648,Oil & Masala,Edible Oil & Ghee,Madurai,East,2238,0.28,223.8,5,1,Sunny,160,13,2015-05-23,2015-05-24,18.75,1
7145,OIL-EDI,OD1461,Oil & Masala,Edible Oil & Ghee,Vellore,Central,2305,0.31,668.45,1,0,Cloudy,160,14,2015-05-26,2015-05-31,25.25,1
7146,OIL-EDI,OD6314,Oil & Masala,Edible Oil & Ghee,Tenkasi,East,1979,0.18,376.01,5,1,Rainy,160,12,2015-05-30,2015-05-31,25.25,1
7147,OIL-EDI,OD9916,Oil & Masala,Edible Oil & Ghee,Dindigul,South,796,0.33,143.28,0,0,Rainy,160,4,2015-06-01,2015-06-07,20.25,1
7148,OIL-EDI,OD7910,Oil & Masala,Edible Oil & Ghee,Nagercoil,South,1592,0.14,191.04,1,0,Cloudy,160,9,2015-06-02,2015-06-07,20.25,1
7149,OIL-EDI,OD8875,Oil & Masala,Edible Oil & Ghee,Pudukottai,South,1486,0.25,148.6,5,1,Sunny,160,9,2015-07-04,2015-07-05,2.25,1
7150,OIL-EDI,OD394,Oil & Masala,Edible Oil & Ghee,Pudukottai,Central,1912,0.29,382.4,0,0,Sunny,160,11,2015-07-06,2015-07-12,8.75,1
7151,OIL-EDI,OD8729,Oil & Masala,Edible Oil & Ghee,Karur,Central,1375,0.27,398.75,3,0,Windy,160,8,2015-07-09,2015-07-12,8.75,1
7152,OIL-EDI,OD2617,Oil & Masala,Edible Oil & Ghee,Krishnagiri,Central,687,0.34,103.05,3,0,Windy,160,4,2015-07-09,2015-07-12,8.75,1
7153,OIL-EDI,OD4761,Oil & Masala,Edible Oil & Ghee,Tenkasi,West,605,0.11,260.15,5,1,Rainy,160,3,2015-07-11,2015-07-12,8.75,1
7154,OIL-EDI,OD6199,Oil & Masala,Edible Oil & Ghee,Cumbum,West,947,0.11,255.69,0,0,Cloudy,160,5,2015-07-13,2015-07-19,10.0,1
